Index,Value,Timestamp
20,-3.7345201068871043,2024-09-26 09:38:01
39,5.740940338271149,2024-09-26 09:38:19
53,7.347399827903793,2024-09-26 09:38:33
9,3.298629393725876,2024-09-26 09:46:35
29,5.016138101393974,2024-09-26 14:27:21
88,-4.640722923403242,2024-09-26 14:28:20
